danceability,loudness,acousticness,release_decade,blues,country,hip hop,jazz,pop,reggae,rock,feelings,music,night/time,obscene,sadness,violence,world/life
0.6025127260911947,0.5772376483860215,0.992971880493856,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3793999783385682,0.5420608671127861,0.9849397439154056,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4996209249431388,0.6737430454067636,0.9969879487830812,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5407776454023612,0.6615132169320308,0.9869477780600182,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3631539044730857,0.4717329436197215,0.9668674366138924,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4400519874363695,0.6060046663077199,0.9789156414815678,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4324704862991444,0.6653077968361407,0.8875500879016948,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.701072240875122,0.7070738148347562,0.8614456440217311,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4487165601646269,0.6552316488475245,0.7660640221526328,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.6100942272284199,0.6140296900238442,0.9528111976016042,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7768872522473736,0.6233366664102761,0.985943760987712,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4357197010722409,0.5248057841704483,0.9989959829276938,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3848153362937291,0.5545727251749865,0.9819276926984868,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.5862666522257122,0.7371997025869804,0.8022086367556596,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.5418607169933933,0.564341204522729,0.9939758975661624,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5104516408534604,0.6260031279645155,0.9759035902646488,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4898732806238492,0.3858933928159372,0.9879517951323248,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3404094010614102,0.6407455836730507,0.881525985467857,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.7400628181522799,0.6384893469733097,0.5672686418359858,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6913245965558323,0.69007512242648,0.5622485564744544,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4497996317556592,0.7630182293669717,0.9317268390831718,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3090003249214774,0.460067174319924,0.992971880493856,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1941947362720676,0.6556418737020229,0.7781122270203084,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4476334885735947,0.4999102633130783,0.9879517951323248,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4248889851619192,0.5110632515447529,0.9889558122046308,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4909563522148814,0.5803399738481654,0.9026103439862893,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4108090544785011,0.6742814655282927,0.9889558122046308,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6003465829091303,0.3138476527446605,0.9939758975661624,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4281381999350158,0.642694151731918,0.8734938488894066,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5472760749485542,0.5083711509371074,0.7389555612003628,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2819235351456731,0.6555393174883983,0.9156625659262712,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4996209249431388,0.3036689485424196,0.9949799146384686,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5711036499512618,0.5559572340589185,0.8473894050094429,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6772446658724143,0.625233956362331,0.881525985467857,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3566554749268927,0.5345229854113784,0.9959839317107748,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4822917794866241,0.5372663641258364,0.8504014562263618,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.630672587458031,0.7068687024075071,0.0464849864307092,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4736272067583668,0.5461631156577698,0.992971880493856,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5223654283548144,0.6256954593236417,0.732931458766525,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3068341817394129,0.5754941927544035,0.9789156414815678,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7703888227011806,0.638207317385842,0.0751998746986693,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6804938806455106,0.648411660641489,0.8162648757679476,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.5472760749485542,0.6820244596569494,0.8353412001417674,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.5364453590382325,0.7045355485475475,0.7188752197542367,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4216397703888228,0.5917493526139015,0.8062247050448846,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2591790317339976,0.5562905417531984,0.9779116244092616,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5797682226795191,0.5014486065174473,0.939758975661622,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2710928192353515,0.374637848370638,0.9839357268430994,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.5418607169933933,0.4400687126631284,0.9367469244447032,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4443842738004983,0.7068943414609132,0.9829317097707932,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7736380374742771,0.6720252288285515,0.57429676134213,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.7758041806563415,0.7175601876778709,0.9648594024692796,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4227228419798549,0.5168320385611362,0.9979919658553876,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3848153362937291,0.6564879624644258,0.9317268390831718,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3479909021986353,0.3850729431069404,0.9809236756261804,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4931224953969457,0.728661897802733,0.8333331659971547,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.559189862449908,0.8073737917596082,0.0767059003071288,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5776020794974548,0.5047560444068404,0.8172688928402541,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2570128885519332,0.631105299592339,0.8945782074078388,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5039532113072674,0.6512832346229777,0.9477911122400728,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3469078306076032,0.6592569802322898,0.8885541049740011,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.3501570453806997,0.6632053944568366,0.8574295757325059,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6664139499620926,0.5601363997641207,0.9738955561200364,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2656774612801906,0.5436504884239673,0.8353412001417674,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2310191703671613,0.5439325180114349,0.8493974391540554,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2786743203725766,0.5927492756967412,0.8343371830694609,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5884327954077765,0.6609235187036895,0.7048189807419487,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.6566663056428029,0.576263364356588,0.8744978659617129,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.611177298819452,0.6373612286234391,0.7158631685373179,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.2591790317339976,0.5831602697228417,0.9246987195770278,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5115347124444927,0.6927928620875317,0.8614456440217311,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1909455214989711,0.5912878496525907,0.9518071805292978,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7487273908805373,0.6804604773991744,0.9106424805647396,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.45521498971082,0.619336974078917,0.8383532513586862,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5743528647243584,0.5311899084685793,0.8303211147802358,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.1779486624065851,0.5299079557982718,0.89156615619092,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4584642044839164,0.6525908263466912,0.8182729099125602,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2862558215098018,0.6633848678306796,0.9698794878308112,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4985378533521066,0.6643335128067072,0.8594376098771185,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1552041589949095,0.6006461041458349,0.938754958589316,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1779486624065851,0.5082942337768889,0.7891564148156776,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3783169067475361,0.495346511806784,0.8865460708293885,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4422181306184338,0.6168756249519267,0.9759035902646488,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.3219971840138633,0.582673127708125,0.9226906854324152,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4530488465287555,0.7852729277235084,0.0784127293300495,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6133434420015164,0.6702304950901212,0.4367464224361671,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.4433012022094661,0.4738609850524318,0.9698794878308112,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5570237192678438,0.5896725892880035,0.8192769269848665,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4205566987977905,0.46109273645617,0.9076304293478208,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.0967182930791725,0.664154039432864,0.7781122270203084,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1487057294487165,0.6285670333051303,0.8935741903355325,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.3219971840138633,0.6998948798810347,0.8022086367556596,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2602621033250298,0.5030895059354408,0.9377509415170096,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6588324488248675,0.58736507448145,0.5833329149928865,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2266868840030326,0.5908776247980925,0.8955822244801451,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.0923860067150438,0.5830833525626233,0.854417524515587,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4183905556157262,0.6456682819270312,0.3704812956639515,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6209249431387416,0.6439248262954131,0.1275091641658274,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1790317339976172,0.580083583314104,0.8564255586601995,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6707462363262212,0.5815450093582544,0.8624496610940374,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1866132351348424,0.5521626541548086,0.8654617123109563,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6371710170042241,0.676947927082532,0.3514049712901318,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4996209249431388,0.5882880804040714,0.8835340196124696,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.106465937398462,0.6385919031869343,0.8363452172140735,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1952778078630997,0.510396636156193,0.9839357268430994,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2840896783277375,0.6361561931133501,0.6325297515358952,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.332827899924185,0.6020562520831729,0.5893570174267245,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4714610635763026,0.5815706484116605,0.6746984685727597,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5299469294920395,0.5103197189959746,0.8112447904064161,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.6382540885952561,0.5315232161628592,0.827309063563317,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6512509476876421,0.5423685357536598,0.8092367562618035,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.7519766056536337,0.6768453708689075,0.6214855637405259,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6241741579118381,0.6735635720329205,0.7831323123818399,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5288638579010073,0.6109786426685127,0.7148591514650117,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4270551283439835,0.5771863702792093,0.8835340196124696,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2364345283223221,0.5983642283926877,0.8614456440217311,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3144156828766382,0.618311411942671,0.4528106955930679,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3154987544676703,0.5384970386893315,0.7349394929111376,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5743528647243584,0.533035920313822,0.9347388903000908,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4357197010722409,0.7064071994461963,0.8082327391894973,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2147730965016788,0.6939209804374021,0.9528111976016042,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.630672587458031,0.6364895008076301,0.780120261164921,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4638795624390772,0.7359946670768914,0.844377353792524,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.7097368136033794,0.6647180986077994,0.9779116244092616,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.0707245748944005,0.4623490500730711,0.9759035902646488,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3923968374309542,0.6239007255852114,0.8955822244801451,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3317448283331528,0.6209265953900982,0.2218867689626194,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.6924076681468645,0.7548137322770043,0.8132528245510288,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2765081771905123,0.6218496013127195,0.7439756465618942,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7552258204267303,0.6802810040253313,0.844377353792524,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4173074840246941,0.4771427838884187,0.9829317097707932,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.3274125419690242,0.5770325359587724,0.8092367562618035,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6458355897324813,0.594441453221547,0.8965862415524515,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.1790317339976172,0.4469656180293823,0.9919678634215496,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6826600238275752,0.5098325769812577,0.9487951293123787,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.3750676919744395,0.6389764889880265,0.8945782074078388,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1584533737680061,0.6136194651693458,0.9216866683601088,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4118921260695332,0.6382585954926543,0.9096384634924332,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.559189862449908,0.6571802169063917,0.9377509415170096,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2050254521823892,0.6048509089044432,0.9126505147093522,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3902306942488899,0.6759223649462861,0.9889558122046308,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4497996317556592,0.5671102222905929,0.9327308561554782,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.7313982454240225,0.5760326128759325,0.9738955561200364,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3154987544676703,0.5337281747557879,0.7751001758033895,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2970865374201235,0.5513165653924056,0.804216670900272,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1692840896783277,0.503474091736533,0.8634536781663437,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.598180439727066,0.6570263825859548,0.4979914638468513,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.4010614101592116,0.5092172396995103,0.8433733367202176,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2386006715043864,0.6918954952183165,0.8574295757325059,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4909563522148814,0.6014921929082377,0.5040155662806891,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5970973681360339,0.6688716252595954,0.6064253076559314,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.4996209249431388,0.5672127785042176,0.3805214663870144,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.125961226037041,0.6099530805322666,0.9066264122755144,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.67507852269035,0.7057149450042304,0.6064253076559314,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2927542510559948,0.6789734123016178,0.867469746455569,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6360879454131919,0.6314898853934312,0.5411641979560221,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.702155312466154,0.7433530754044559,0.335340698133231,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.1931116646810354,0.6895110632515447,0.7610439367911013,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.6826600238275752,0.7126631284772965,0.8293170977079295,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5884327954077765,0.6847421993180012,0.7008029124527234,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.1552041589949095,0.638207317385842,0.9056223952032082,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.1952778078630997,0.7212009332615439,0.6606422295604715,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2570128885519332,0.6061841396815628,0.7710841075141642,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.611177298819452,0.65479578493962,0.112448908081233,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5212823567637821,0.6174909622336743,0.6716864173558409,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4378858442543053,0.4560674819885649,0.938754958589316,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.7606411783818912,0.7504038150911467,0.6937747929465793,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.7541427488356981,0.7796323359741557,0.3263045444824744,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2721758908263836,0.6797425839038023,0.5421682150283285,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6978230261020254,0.7176883829449017,0.7439756465618942,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4790425647135276,0.6623336666410276,0.3694772785916452,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.5126177840355248,0.7306617439684127,0.7008029124527234,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.4584642044839164,0.576263364356588,0.7921684660325965,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.397812195386115,0.4977309437735558,0.8855420537570822,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.5646052204050688,0.6990231520652257,0.348392920073213,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5646052204050688,0.6329513114375817,0.8975902586247577,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.5061193544893319,0.7463784837063815,0.7560238514295698,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.3490739737896675,0.453144629900264,0.9277107707939468,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.5483591465395863,0.68694715791093,0.7449796636342005,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6003465829091303,0.656359767197395,0.7680720562972454,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.287338893100834,0.5579058021177857,0.9026103439862893,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2862558215098018,0.6364382227008178,0.8785139342509382,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3696523340192786,0.6551034535804938,0.939758975661622,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3674861908372144,0.6572827731200164,0.7740961587310831,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1497888010397487,0.4241468604979103,0.8463853879371366,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1270442976280732,0.678665743660744,0.8654617123109563,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4725441351673346,0.5228828551649872,0.6094373588728503,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4183905556157262,0.5635720329205445,0.7409635953449754,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.6469186613235136,0.7486859985129348,0.2148586494564753,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4703779919852703,0.745942619798477,0.2991960835302043,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.5050362828982996,0.4928082455195753,0.9277107707939468,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.119462796490848,0.5272927723508447,0.7901604318879839,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.4562980613018521,0.5810578673435376,0.4337343712192483,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.1638687317231669,0.6425403174114812,0.7821282953095335,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2721758908263836,0.5484193523575109,0.8935741903355325,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2515975305967725,0.6905879034946029,0.6676703490666156,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.6436694465504169,0.708253211291439,0.7148591514650117,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.2050254521823892,0.5588288080404071,0.8905621391186137,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2786743203725766,0.4876804348383457,0.9568272658908292,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1660348749052312,0.5282670563802784,0.8574295757325059,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5212823567637821,0.6284388380380996,0.800200602611047,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.2732589624174158,0.5326513345127297,0.8935741903355325,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.7541427488356981,0.6946388739327743,0.5582324881852292,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3599046896999892,0.7154321462451606,0.5451802662452473,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.2364345283223221,0.5715457785298566,0.9236947025047216,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6209249431387416,0.7584031997538649,0.6616462466327778,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4747102783493989,0.7698125785196009,0.8403612855032989,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5364453590382325,0.7221495782375714,0.7811242782372273,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.2266868840030326,0.7775555726482577,0.7339354758388312,1950,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.3685692624282465,0.7811706791785247,0.4759030882561127,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.6144265135925485,0.8189626438991872,0.7168671856096243,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.5819343658615834,0.648411660641489,0.3714853127362578,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.6729123795082855,0.7654795784939619,0.8875500879016948,1950,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.6859092386006715,0.688023998153988,0.0702801910443685,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3165818260587025,0.7215086019024177,0.928714787866253,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4996209249431388,0.7170474066097479,0.8082327391894973,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5126177840355248,0.7580955311129912,0.7530118002126509,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.4887902090328171,0.6607440453298463,0.4257022346407978,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.5158669988086212,0.6422839268774196,0.8785139342509382,1950,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.313332611285606,0.711688844447863,0.9869477780600182,1950,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4682118488032059,0.6892033946106709,0.6114453930174629,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.2256038124120004,0.6995359331333486,0.712851117320399,1950,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.1833640203617459,0.4809117247391226,0.9839357268430994,1950,0,0,0,0,1,0,0,1,0,0,0,0,0,0
